NtAlpcCreateSecurityContext,,,,,,,,,,,,,,,,,,,,0x001a,0x001a,0x001a,0x001a,0x001a,0x001b,0x001b,0x018d,0x0192,0x019a,0x019d,0x019f,0x01a4,0x01a8,0x01a8,0x01a8,0x01a8,0x01a8,0x01a9,0x01a9
NtAlpcDeletePortSection,,,,,,,,,,,,,,,,,,,,0x001b,0x001b,0x001b,0x001b,0x001b,0x001c,0x001c,0x018c,0x0191,0x0199,0x019c,0x019e,0x01a3,0x01a7,0x01a7,0x01a7,0x01a7,0x01a7,0x01a8,0x01a8
NtAlpcDeleteResourceReserve,,,,,,,,,,,,,,,,,,,,0x001c,0x001c,0x001c,0x001c,0x001c,0x001d,0x001d,0x018b,0x0190,0x0198,0x019b,0x019d,0x01a2,0x01a6,0x01a6,0x01a6,0x01a6,0x01a6,0x01a7,0x01a7
NtAlpcDeleteSectionView,,,,,,,,,,,,,,,,,,,,0x001d,0x001d,0x001d,0x001d,0x001d,0x001e,0x001e,0x018a,0x018f,0x0197,0x019a,0x019c,0x01a1,0x01a5,0x01a5,0x01a5,0x01a5,0x01a5,0x01a6,0x01a6
NtAlpcDeleteSecurityContext,,,,,,,,,,,,,,,,,,,,0x001e,0x001e,0x001e,0x001e,0x001e,0x001f,0x001f,0x0189,0x018e,0x0196,0x0199,0x019b,0x01a0,0x01a4,0x01a4,0x01a4,0x01a4,0x01a4,0x01a5,0x01a5
NtAlpcDisconnectPort,,,,,,,,,,,,,,,,,,,,0x001f,0x001f,0x001f,0x001f,0x001f,0x0020,0x0020,0x0188,0x018d,0x0195,0x0198,0x019a,0x019f,0x01a3,0x01a3,0x01a3,0x01a3,0x01a3,0x01a4,0x01a4
NtAlpcImpersonateClientContainerOfPort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0194,0x0197,0x0199,0x019e,0x01a2,0x01a2,0x01a2,0x01a2,0x01a2,0x01a3,0x01a3
NtAlpcImpersonateClientOfPort,,,,,,,,,,,,,,,,,,,,0x0020,0x0020,0x0020,0x0020,0x0020,0x0021,0x0021,0x0187,0x018c,0x0193,0x0196,0x0198,0x019d,0x01a1,0x01a1,0x01a1,0x01a1,0x01a1,0x01a2,0x01a2
NtAlpcOpenSenderProcess,,,,,,,,,,,,,,,,,,,,0x0021,0x0021,0x0021,0x0021,0x0021,0x0022,0x0022,0x0186,0x018b,0x0192,0x0195,0x0197,0x019c,0x01a0,0x01a0,0x01a0,0x01a0,0x01a0,0x01a1,0x01a1
NtAlpcOpenSenderThread,,,,,,,,,,,,,,,,,,,,0x0022,0x0022,0x0022,0x0022,0x0022,0x0023,0x0023,0x0185,0x018a,0x0191,0x0194,0x0196,0x019b,0x019f,0x019f,0x019f,0x019f,0x019f,0x01a0,0x01a0
NtAlpcQueryInformation,,,,,,,,,,,,,,,,,,,,0x0023,0x0023,0x0023,0x0023,0x0023,0x0024,0x0024,0x0184,0x0189,0x0190,0x0193,0x0195,0x019a,0x019e,0x019e,0x019e,0x019e,0x019e,0x019f,0x019f
NtAlpcQueryInformationMessage,,,,,,,,,,,,,,,,,,,,0x0024,0x0024,0x0024,0x0024,0x0024,0x0025,0x0025,0x0183,0x0188,0x018f,0x0192,0x0194,0x0199,0x019d,0x019d,0x019d,0x019d,0x019d,0x019e,0x019e
NtAlpcRevokeSecurityContext,,,,,,,,,,,,,,,,,,,,0x0025,0x0025,0x0025,0x0025,0x0025,0x0026,0x0026,0x0182,0x0187,0x018e,0x0191,0x0193,0x0198,0x019c,0x019c,0x019c,0x019c,0x019c,0x019d,0x019d
NtAlpcSendWaitReceivePort,,,,,,,,,,,,,,,,,,,,0x0026,0x0026,0x0026,0x0026,0x0026,0x0027,0x0027,0x0181,0x0186,0x018d,0x0190,0x0192,0x0197,0x019b,0x019b,0x019b,0x019b,0x019b,0x019c,0x019c
NtAlpcSetInformation,,,,,,,,,,,,,,,,,,,,0x0027,0x0027,0x0027,0x0027,0x0027,0x0028,0x0028,0x0180,0x0185,0x018c,0x018f,0x0191,0x0196,0x019a,0x019a,0x019a,0x019a,0x019a,0x019b,0x019b
NtApphelpCacheControl,,,,,,,,,,,,,,,0x0013,0x0013,0x0013,0x0013,0x0013,0x0028,0x0028,0x0028,0x0028,0x0028,0x0029,0x0029,0x017f,0x0184,0x018b,0x018e,0x0190,0x0195,0x0199,0x0199,0x0199,0x0199,0x0199,0x019a,0x019a
NtAreMappedFilesTheSame,,,,,,0x0011,0x0011,0x0011,0x0011,0x0011,0x0012,0x0012,0x0012,0x0012,0x0014,0x0014,0x0014,0x0014,0x0014,0x0029,0x0029,0x0029,0x0029,0x0029,0x002a,0x002a,0x017e,0x0183,0x018a,0x018d,0x018f,0x0194,0x0198,0x0198,0x0198,0x0198,0x0198,0x0199,0x0199
NtAssignProcessToJobObject,,,,,,0x0012,0x0012,0x0012,0x0012,0x0012,0x0013,0x0013,0x0013,0x0013,0x0015,0x0015,0x0015,0x0015,0x0015,0x002a,0x002a,0x002a,0x002a,0x002a,0x002b,0x002b,0x017d,0x0182,0x0189,0x018c,0x018e,0x0193,0x0197,0x0197,0x0197,0x0197,0x0197,0x0198,0x0198
NtAssociateWaitCompletionPacket,,,,,,,,,,,,,,,,,,,,,,,,,,,0x017c,0x0181,0x0188,0x018b,0x018d,0x0192,0x0196,0x0196,0x0196,0x0196,0x0196,0x0197,0x0197
NtCallEnclave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0194,0x0194,0x0194,0x0194,0x0194,0x0195,0x0195
NtCallbackReturn,0x000b,0x000b,0x000b,0x000b,0x000b,0x0013,0x0013,0x0013,0x0013,0x0013,0x0014,0x0014,0x0014,0x0014,0x0016,0x0016,0x0016,0x0016,0x0016,0x002b,0x002b,0x002b,0x002b,0x002b,0x002c,0x002c,0x017b,0x0180,0x0187,0x018a,0x018c,0x0191,0x0195,0x0195,0x0195,0x0195,0x0195,0x0196,0x0196
NtCancelDeviceWakeupRequest,,,,,,0x0016,0x0016,0x0016,0x0016,0x0016,0x0015,0x0015,0x0015,0x0015,0x0017,0x0017,0x0017,0x0017,0x0017,0x002c,0x002c,0x002c,0x002c,0x002c,,,,,,,,,,,,,,,
NtCancelIoFile,0x000c,0x000c,0x000c,0x000c,0x000c,0x0014,0x0014,0x0014,0x0014,0x0014,0x0016,0x0016,0x0016,0x0016,0x0018,0x0018,0x0018,0x0018,0x0018,0x002d,0x002d,0x002d,0x002d,0x002d,0x002d,0x002d,0x017a,0x017f,0x0186,0x0189,0x018b,0x0190,0x0193,0x0193,0x0193,0x0193,0x0193,0x0194,0x0194
NtCancelIoFileEx,,,,,,,,,,,,,,,,,,,,0x0175,0x0171,0x0171,0x0171,0x0171,0x002e,0x002e,0x0179,0x017e,0x0185,0x0188,0x018a,0x018f,0x0192,0x0192,0x0192,0x0192,0x0192,0x0193,0x0193
NtCancelSynchronousIoFile,,,,,,,,,,,,,,,,,,,,0x0176,0x0172,0x0172,0x0172,0x0172,0x002f,0x002f,0x0178,0x017d,0x0184,0x0187,0x0189,0x018e,0x0191,0x0191,0x0191,0x0191,0x0191,0x0192,0x0192
NtCancelTimer,0x000d,0x000d,0x000d,0x000d,0x000d,0x0015,0x0015,0x0015,0x0015,0x0015,0x0017,0x0017,0x0017,0x0017,0x0019,0x0019,0x0019,0x0019,0x0019,0x002e,0x002e,0x002e,0x002e,0x002e,0x0030,0x0030,0x0177,0x017c,0x0183,0x0186,0x0188,0x018d,0x0190,0x0190,0x0190,0x0190,0x0190,0x0191,0x0191
NtCancelTimer2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0043,0x0044,0x0044,0x0044,0x0044,0x0045,0x0045,0x0045,0x0045,0x0045,0x0045,0x0045
NtCancelWaitCompletionPacket,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0176,0x017b,0x0182,0x0185,0x0187,0x018c,0x018f,0x018f,0x018f,0x018f,0x018f,0x0190,0x0190
NtClearAllSavepointsTransaction,,,,,,,,,,,,,,,,,,,,0x011e,,,,,,,,,,,,,,,,,,,
NtClearEvent,0x000e,0x000e,0x000e,0x000e,0x000e,0x0017,0x0017,0x0017,0x0017,0x0017,0x0018,0x0018,0x0018,0x0018,0x001a,0x001a,0x001a,0x001a,0x001a,0x002f,0x002f,0x002f,0x002f,0x002f,0x0031,0x0031,0x0175,0x017a,0x0181,0x0184,0x0186,0x018b,0x018e,0x018e,0x018e,0x018e,0x018e,0x018f,0x018f
NtClearSavepointTransaction,,,,,,,,,,,,,,,,,,,,0x011d,,,,,,,,,,,,,,,,,,,
NtClose,0x000f,0x000f,0x000f,0x000f,0x000f,0x0018,0x0018,0x0018,0x0018,0x0018,0x0019,0x0019,0x0019,0x0019,0x001b,0x001b,0x001b,0x001b,0x001b,0x0030,0x0030,0x0030,0x0030,0x0030,0x0032,0x0032,0x0174,0x0179,0x0180,0x0183,0x0185,0x018a,0x018d,0x018d,0x018d,0x018d,0x018d,0x018e,0x018e
NtCloseObjectAuditAlarm,0x0010,0x0010,0x0010,0x0010,0x0010,0x0019,0x0019,0x0019,0x0019,0x0019,0x001a,0x001a,0x001a,0x001a,0x001c,0x001c,0x001c,0x001c,0x001c,0x0031,0x0031,0x0031,0x0031,0x0031,0x0033,0x0033,0x0173,0x0178,0x017f,0x0182,0x0184,0x0189,0x018c,0x018c,0x018c,0x018c,0x018c,0x018d,0x018d
NtCommitComplete,,,,,,,,,,,,,,,,,,,,0x005f,0x005f,0x005f,0x005f,0x005f,0x0034,0x0034,0x0172,0x0177,0x017e,0x0181,0x0183,0x0188,0x018b,0x018b,0x018b,0x018b,0x018b,0x018c,0x018c
NtCommitEnlistment,,,,,,,,,,,,,,,,,,,,0x0057,0x0057,0x0057,0x0057,0x0057,0x0035,0x0035,0x0171,0x0176,0x017d,0x0180,0x0182,0x0187,0x018a,0x018a,0x018a,0x018a,0x018a,0x018b,0x018b
NtCommitRegistryTransaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x01c0,0x01c6,0x01ca,0x01ca,0x01ca,0x01ca,0x01ca,0x01cc,0x01cc
NtCommitTransaction,,,,,,,,,,,,,,,,,,,,0x005b,0x005b,0x005b,0x005b,0x005b,0x0036,0x0036,0x0170,0x0175,0x017c,0x017f,0x0181,0x0186,0x0189,0x0189,0x0189,0x0189,0x0189,0x018a,0x018a
NtCompactKeys,,,,,,,,,,,0x001b,0x001b,0x001b,0x001b,0x001d,0x001d,0x001d,0x001d,0x001d,0x0032,0x0032,0x0032,0x0032,0x0032,0x0037,0x0037,0x016f,0x0174,0x017b,0x017e,0x0180,0x0185,0x0188,0x0188,0x0188,0x0188,0x0188,0x0189,0x0189
NtCompareObjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x017a,0x017d,0x017f,0x0184,0x0187,0x0187,0x0187,0x0187,0x0187,0x0188,0x0188
NtCompareSigningLevels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0183,0x0186,0x0186,0x0186,0x0186,0x0186,0x0187,0x0187
NtCompareTokens,,,,,,,,,,,0x001c,0x001c,0x001c,0x001c,0x001e,0x001e,0x001e,0x001e,0x001e,0x0033,0x0033,0x0033,0x0033,0x0033,0x0038,0x0038,0x016e,0x0173,0x0179,0x017c,0x017e,0x0182,0x0185,0x0185,0x0185,0x0185,0x0185,0x0186,0x0186
NtCompleteConnectPort,0x0011,0x0011,0x0011,0x0011,0x0011,0x001a,0x001a,0x001a,0x001a,0x001a,0x001d,0x001d,0x001d,0x001d,0x001f,0x001f,0x001f,0x001f,0x001f,0x0034,0x0034,0x0034,0x0034,0x0034,0x0039,0x0039,0x016d,0x0172,0x0178,0x017b,0x017d,0x0181,0x0184,0x0184,0x0184,0x0184,0x0184,0x0185,0x0185
NtCompressKey,,,,,,,,,,,0x001e,0x001e,0x001e,0x001e,0x0020,0x0020,0x0020,0x0020,0x0020,0x0035,0x0035,0x0035,0x0035,0x0035,0x003a,0x003a,0x016c,0x0171,0x0177,0x017a,0x017c,0x0180,0x0183,0x0183,0x0183,0x0183,0x0183,0x0184,0x0184
NtConnectPort,0x0012,0x0012,0x0012,0x0012,0x0012,0x001b,0x001b,0x001b,0x001b,0x001b,0x001f,0x001f,0x001f,0x001f,0x0021,0x0021,0x0021,0x0021,0x0021,0x0036,0x0036,0x0036,0x0036,0x0036,0x003b,0x003b,0x016b,0x0170,0x0176,0x0179,0x017b,0x017f,0x0182,0x0182,0x0182,0x0182,0x0182,0x0183,0x0183
NtContinue,0x0013,0x0013,0x0013,0x0013,0x0013,0x001c,0x001c,0x001c,0x001c,0x001c,0x0020,0x0020,0x0020,0x0020,0x0022,0x0022,0x0022,0x0022,0x0022,0x0037,0x0037,0x0037,0x0037,0x0037,0x003c,0x003c,0x016a,0x016f,0x0175,0x0178,0x017a,0x017e,0x0181,0x0181,0x0181,0x0181,0x0181,0x0181,0x0181
NtContinueEx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0182,0x0182
NtConvertBetweenAuxiliaryCounterAndPerformanceCounter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x017d,0x0180,0x0180,0x0180,0x0180,0x0180,0x0180,0x0180
NtCreateChannel,0x00cd,0x00cd,0x00cc,0x00cc,0x00cc,0x00f1,0x00f1,0x00f1,0x00f1,0x00f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NtCreateCrossVmEvent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x01cf,0x01cf,0x01d1,0x01d1
NtCreateCrossVmMutant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x01d2,0x01d2
NtCreateDebugObject,,,,,,,,,,,0x0021,0x0021,0x0021,0x0021,0x0023,0x0023,0x0023,0x0023,0x0023,0x0038,0x0038,0x0038,0x0038,0x0038,0x003d,0x003d,0x0169,0x016e,0x0174,0x0177,0x0179,0x017c,0x017f,0x017f,0x017f,0x017f,0x017f,0x017f,0x017f
NtCreateDirectoryObject,0x0014,0x0014,0x0014,0x0014,0x0014,0x001d,0x001d,0x001d,0x001d,0x001d,0x0022,0x0022,0x0022,0x0022,0x0024,0x0024,0x0024,0x0024,0x0024,0x0039,0x0039,0x0039,0x0039,0x0039,0x003e,0x003e,0x0168,0x016d,0x0173,0x0176,0x0178,0x017b,0x017e,0x017e,0x017e,0x017e,0x017e,0x017e,0x017e
NtCreateDirectoryObjectEx,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0167,0x016c,0x0172,0x0175,0x0177,0x017a,0x017d,0x017d,0x017d,0x017d,0x017d,0x017d,0x017d
NtCreateEnclave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x0174,0x0176,0x0179,0x017c,0x017c,0x017c,0x017c,0x017c,0x017c,0x017c
NtCreateEnlistment,,,,,,,,,,,,,,,,,,,,0x006e,0x006f,0x006f,0x006f,0x006f,0x003f,0x003f,0x0166,0x016b,0x0171,0x0173,0x0175,0x0178,0x017b,0x017b,0x017b,0x017b,0x017b,0x017b,0x017b
